Ranking,Nombre,Cargo,Patrimonio_Mill.euros,Ranking_2017,Ranking_Sexo,Ranking_CCAA,Valor_bolsa.100,Variacion_patrimonio.100,Variacion_patrimonio,Sector,Empresas,Descripcion,CCAA,Familia
43,Familia Gervás,Accionistas del Grupo Mahou San Miguel,1150,NA,6,13,0.6,NA,NA,"Alimentación, Bebidas",Mahou San Miguel,"Las hijas de Germán Gervás (fallecido en 2008), Christelle Eva Gervás Germina y Ana F. Gervás Hierro comparten dos tercios de IPL Sociedad Gala de Inversiones, que controla el 50% de Mahou.                                Germán Gervás Díez presidió la multinacional española desde 1979 y ambas hijas se sientan en su Consejo de Administración.                                Ana Francisca Gervás controla la sociedad Angerán, que extiende sus dominios en el sector educativo (Grupo Anta), con centros nuevos en Villanueva del Pardillo, Paracuellos del Jarama y Leganés.                                A comienzos de los años 80, Germán Gervás fue acusado de sacar ilegalmente 70 millones de pesetas de España. Los Gervás dieron de baja años atrás la sociedad panameña North Pole Finance.                                En los 50, Germán Gervás puso su apellido a una ganadería de bravo (divisa azul, plata y roja) aún activa y adquirió la finca Los Escoriales en la Sierra de Andújar (Jaén).                            ",Madrid,NA
42,Carmen y Lluís Riu Güell,Dueños de Riu Hotels,1225,48,19,4,14.3,22.5,225,Turismo,Riu Hotels,"En junio, la cadena Riu pagó 272 millones por el Edificio España, el mítico rascacielos de la Plaza de España de Madrid, donde construirá un hotel de lujo con 600 habitaciones.                                La familia Riu, radicada en Mallorca, compró su primer hotel en 1953. Hoy controla el 51% de Riu Hotels (hoteles) y de Riusa II (explotación hotelera), cuyo negocio supera hoy los 2.000 millones.                                Riu Hotels & Resorts, con 95 hoteles en 19 países, es la 29ª mayor hotelera del mundo y la segunda en España por facturación, según el ránking anual de la patronal Hosteltur.                                Más del 70% de sus hoteles ofrecen el servicio todo incluido. Cada año reciben a más de cuatro millones de clientes. En ellos trabajan 26.867 personas.                                El operador turístico alemán Tui es el dueño del otro 49% de la cadena. A su vez, la hotelera es propietaria del 3,4% de TUI Group, que cotiza en la Bolsa alemana y se valora en más de 10.000 millones. Carmen Riu es consejera de Tui.                            ",Baleares,NA
41,Mario Losantos Ucha y familia,Presidente de Allegra Holding y Maorí European Holding,1250,37,18,1,0,0,0,Inmuebles,Allegra Holding,"Tras liquidar buena parte de sus posiciones en Reino Unido y sus inversiones en Wall Street, Allegra volvió a España hace tres años.                                Los Losantos Ucha se enriquecieron definitivamente con la venta del 50% de Riofisa por 1.000 millones, en plena burbuja inmobiliaria.                                Desde entonces, ha invertido en edificios de oficinas, plataformas logísticas y locales comerciales en medio mundo. Desde Sidney a Nueva York o Brasil.                                Su última gran apuesta por la reactivación del ladrillo nacional es la compra de suelos de uso residencial en la periferia de Madrid y en Pamplona junto a su socio ACR Grupo.                            ",La Rioja,Familia
40,Tomás Fuertes Fernández y familia,Propietario de El Pozo Alimentación,1250,41,17,2,10.5,19,200,"Alimentación, Cárnica",El Pozo,"Por primera vez en su historia, la cárnica El Pozo, su empresa señera, superó los 1.000 milllones en ventas (2016). El Grupo Fuertes mueve un negocio conjunto de 1.536 millones.                                En 2017, Fuertes aumentó su peso en la cárnica rusa Cherkizovo (8%), propiedad del empresario ruso Igor Babaev. La alianza es la cuña de entrada de El Pozo en Rusia.                                Su participación en Sacyr (6,27%) y sus cuatro sicav sumaban a final de año 130 millones al patrimonio del grupo.                                Al grupo ya se ha incorporado la tercera generación de Fuertes, 12 nietos del fundador -Antonio Fuertes (1912-1989)- e hijos de Tomás, José y Mariona Fuertes Fernández. Rafael Fuertes Quintanilla (1971), hijo de Tomás, ocupa la presidencia desde 2014.                                La división agroalimentaria se acompaña de otros negocios: promociones inmobiliarias y asilos (Profusa), la petroquímica Aemedsa, una hotelera (Vis Hoteles), la azulejera Todagrés, parques temáticos (Terra Natura), la firma de capital riesgo Infu Capital y las bodegas Luzón.                            ",Murcia,Familia
39,Familia Roca,Propietaria de Corporación Roca,1275,39,18,11,4.6,15.9,175,"Construcción, Cerámica",Corporación Roca,"2017 fue el año del centenario de Roca Corporación Empresarial, la empresa familiar catalana más boyante, con presencia en 170 países y 78 fábricas en 18 países.                                En 2016, el grupo facturó 1.707 millones, casi el doble que hace dos décadas. El beneficio fue de 127 millones y su deuda financiera (322 millones) se reduce desde hace seis años.                                En torno a 130 personas vinculadas al apellido Roca se reparten su capital. Dos ramas familiares, los Roca Hernández y los Gomar Roca, se turnan cada dos años en la presidencia del grupo, mientras que cuatro representantes de la rama Roca Vilaseca se sientan también en el Consejo de Administración.                                En Bolsa, las ramas familiares dominantes, que clonan sus principales inversiones, clausuraron sus sicav (unos 50 millones) para invertirlos en un fondo de inversión y en AB Biotics (10,2%).                            ",Cataluña,NA
38,Guillermo Fierro Eleta,Propietario del Grupo Fierro,1300,29,16,12,0,-7.1,-100,"Finanzas, Banca, Industria","Grupo Fierro, Ron Cartavio","Lidera los negocios familiares de los Fierro Eleta, una rama de la longeva saga Fierro, que tiene el grueso de sus intereses en Latinoamérica.                                Desde su sociedad GF Securities Company Limited, con sede en Bahamas, controla seis bancos en Perú (Banbif), Miami (International Finance Bank), Venezuela (Banco Exterior de Venezuela), Ecuador (Banco Internacional), Curaçao (Ebna Bank) y Guatemala (InterBanco).                                Diversas sociedades maltesas controladas desde Bahamas articulan su conglomerado latinoamericano: el Ron Cartavio, la agroalimentaria Quimtia, empresas de plásticos, constructoras y financieras.                                En Madrid, la sociedad Grupo Iberoamericano de Fomento (50%) orquesta su viejo negocio fosforero en Brasil, Centroamérica, Colombia y Perú.                            ",Madrid,NA
37,Manuel Lao Hernández,Presidente de Cirsa,1300,35,15,10,0,4,50,Juego,Cirsa,"El juego y las apuestas son el gran negocio surgido durante la crisis económica. Nortia y Cirsa, las cabeceras de Manuel Lao, controlan 133 casinos, 67 bingos, 162 salones de apuestas y más de 40.000 máquinas recreativas.                                El hólding que dirige Joaquim Agut (ex Telefónica) es uno de los más rentables de España; genera un beneficio bruto de 400 millones, con unos ingresos de 1.120 millones.                                España es su principal mercado -aporta el 36% del ebitda-. Explota cuatro casinos, una red de bingos y la franquicia de locales de apuestas deportivas Sportium.                                Sus negocios se extienden sobre todo por Argentina, Panamá, Italia, Colombia y México, e incluyen hoteles, tecnológicas, inmobiliarias y fincas.                                Cirsa lleva 45 trimestres mejorando sus ratios y conteniendo una deuda que asciende a 961 millones (septiembre 2017). En diciembre de 2017 encargó a la firma Lazard explorar la entrada de nuevos socios en su capital.                            ",Cataluña,NA
36,Familia Sendagorta,Propietaria de Sener,1300,40,17,2,1,18.2,200,Industria,Sener,"En 2016, la vasca Sener acordó la venta de su 53% de la fábrica de motores ITP a Rolls-Royce por 720 millones.                                En diciembre de 2017, el Ministerio de Defensa desbloqueó la operación. Meses antes, la UE también había dado el visto bueno. ITP cumple una labor estratégica en el mantenimiento de los motores de los aviones militares españoles.                                Rolls-Royce pagará a la empresa vasca, en parte, en forma de acciones del fabricante británico.                                En enero de 2018 falleció, a los 93 años, Enrique Sendagorta, alma máter de la compañía. Sendagorta fue el primer presidente de Petronor y vicepresidente del BBV.                                Sener agrupa un negocio de casi 1.000 millones de euros. Además de su negocio aeroespacial se dedica a proyectos de infraestructuras, energía, armamento y el sector naval.                            ",País Vasco,NA
35,Familia Lara,Propietaria de Planeta y accionista de Atresmedia,1350,32,16,9,43.6,0,0,"Comunicación, Finanzas",Grupo Planeta,"Cuatro ramas descendientes del empresario José Manuel Lara se reparten el Grupo Planeta, primer grupo editorial español (Espasa, Seix Barral, Tusquets, Deusto), dueño de un 20,8% de Atresmedia y del diario 'La Razón'.                                Planeta mueve un negocio de 3.300 millones de euros (2016). Un 55% procede de su área editorial, fundada en 1945.                                El año pasado, la Corporación Planeta cambió su sede social de la Avenida Diagonal de Barcelona a sus oficinas en Madrid.                                Su filial Hemisferio, donde ubica su apuesta fallida en el Banco Sabadell (2,38%), reconoce una deuda bancaria de 522 millones de euros.                                El 'caso Zed', que investiga la presunta liquidación fraudulenta del Grupo Zed Worldwide, enfrenta a la cúpula de Planeta con la familia Pérez Dolset, que reclama una indemnización de 200 millones. Mauricio Casals y Francisco Marhuenda, presidente y director de 'La Razón', están imputados en el marco del 'caso Lezo'.                            ",Cataluña,NA
34,Gabriel Escarrer Juliá,Presidente de Meliá Hotels Group,1400,31,14,3,99.3,3.7,50,Turismo,Meliá Hotels,"Meliá rompió en diciembre las negociaciones para comprar Elegant Hotels, propietaria de siete de complejos de lujo en Barbados.                                Es la primera hotelera de España (350 hoteles en 40 países), con un valor en Bolsa de 2.500 millones de euros y un beneficio que el año pasado crecía a un ritmo superior al 23% (septiembre de 2017).                                En 2016, Escarrer Juliá se retiró de la primera línea, dando el relevo de primer ejecutivo de la cadena a su hijo, Gabriel Escarrer Jaume (Palma, 1971), hasta entonces vicepresidente y consejero delegado del grupo.                                El grupo abrirá 30 hoteles en los próximos dos años. En 2018, en España operarán los de Cartagena, Estepona, y Sitges. Fuera, prevé inaugurar establecimiento en Maldivas, China y Dubai. Éste último es el proyecto póstumo de la arquitecta Zaha Hadid.                            ",Baleares,NA
33,Manuel Jove Capellán,Presidente de Inveravante Inversiones Universales,1475,34,13,3,0,13.5,175,"Multiinversor, Vino",Inveravante,"El inversor gallego sondea en el mercado la posible venta de sus renovables, valoradas entre 500 y 1.000 millones. Su filial Avante Selecta es dueña de 9 bodegas (400 hectáreas) que producen 40 vinos y 2,5 millones de botellas al año.                                Sigue impulsando su negocio hotelero y su cadena Attica21 (4 hoteles y 3 apartahoteles). En Marruecos acaba de abrir su cuarto hotel, el cinco estrellas Hilton Tanger City Center Hotel & Residences.                                Inveravante, su hólding, cuenta con cuatro áreas: agroalimentario, inmobiliario, mercados financieros y energía.                                Hace una década, el fundador de Fadesa hizo una caja de 2.600 millones con la venta del 54% de la inmobiliaria y su 4,8% de Unión Fenosa.                                Con 1.600 millones y un crédito para cubrir el resto, pagó 3.285 millones por el 5% del BBVA, que fue vendiendo poco a poco hasta 2014. La operación no pasará a la historia por su rentabilidad. Tampoco sus inversiones en el Parque Warner de Madrid y Caramelo.                            ",Galicia,NA
32,Ángel Luengo Martínez,Presidente de Samca,1500,45,12,2,30.2,42.9,450,"Industria, Minería, Alimentación",Samca,"Sus ocho hijos llevan las riendas de la cada vez más potente corporación maña, que explota las minas de carbón en Teruel.                                La sociedad cifra su patrimonio en cerca de 1.500 millones. Gran parte de sus activos son terrenos (200 millones) e instalaciones técnicas (600 millones).                                Sus negocios van mucho más allá de la minería. Luengo es uno de los mayores productores hortofrutícolas de España (Frutaria, Santa Inés, Infrusesa y Saar), tiene una división láctea (Delifactory) y una vasta producción vacuna y porcina (Tauste, Pirenaica del Jamón).                                Entre sus industrias, destaca la oscense Brilen (fibras sintéticas), Euroacer (cerámicas), la castellonense Color Esmalt (esmaltes), Novapet (plásticos) y Nurel (poliamida).                                Hace años que entró en el negocio de las renovables (Molinos del Ebro) y solar. También gestiona fincas, inmuebles (Ebrosa) y tiene una colección de empresas de construcción en Aragón y Baleares (Promotora Reina 1957). En verano de 2017 anunció que abandonaba su proyecto de extracción de hidrocarburos en la provincia de Castellón mediante el polémico sistema de fracking.                            ",Aragón,NA
31,Alicia Koplowitz Romero de Juseu,Propietaria de Omega Capital y Morinvest Sicav,1550,24,5,11,83.7,0,0,"Finanzas, Metalurgia","Omega Capital, Acerinox","Heredó de su padre, Ernesto Koplowitz, el 25% de la constructora FCC, que vendió a su hermana por 870 millones en 1998 y hoy pasa por ser una de las inversoras industrial y financiera más próspera del país.                                Omega, su oficina familiar que pilota Oscar Fanjul, gestiona la sicav individual más nutrida de España, Morinvest, con 557 millones (septiembre de 2017).                                Hace 20 años que entró en el capital de Acerinox, donde conserva el 9,8%. Su cartera financiera se completa con una decena de fondos de inversión.                                Años atrás apostó por el mercado hotelero. En 2015 vendió su participación del 50% en el Hotel Ritz de Madrid al fondo Meridian. También posee un tercio de Hospes Hoteles y una finca de 4.000 hectáreas junto a Hornachuelos (Córdoba), y otra en Ávila.                                Alberto Cortina Koplowitz (1971), el primero de los tres hijos que tuvo con Alberto Cortina, ejerce como director ejecutivo de Omega Capital desde 1999.                            ",Madrid,NA
30,Jordi Rubiralta Giralt y familia,Propietarios de Werfen Group,1550,64,15,8,0,106.7,800,Salud,Werfen Life Group,"Werfen Life Group, la corporación médica de los Rubiralta Giralt (la antigua Isaza), mueve un negocio de 1.193 millones (2016) y emplea a 4.388 personas.                                Los cuatro hijos de su fundador, Josep Maria Rubiralta Vilaseca -Jordi, Josep, Marc y Xavier-, se repartieron el grupo -fabricante de instrumental médico y científico- tras su muerte en 2012.                                En 2016 escindió su división cardiovascular Bolton Medical, con sede en Sunrise (EEUU), que pasó directamente a manos de la familia.                                En 2013, Werfen repartió un dividendo extraordinario de 276 millones entre las sociedades de los hermanos. En su último balance, cifra su patrimonio neto en 1.214 millones.                            ",Cataluña,Familia
29,Miguel Fluxá Rosselló y familia,Presidente de Iberostar Hotels,1550,43,14,2,0.8,47.6,500,Turismo,"Iberostar, Camper","Los mallorquines Fluxá controlan Iberostar, la segunda hotelera española por facturación: 2.025 millones en 2016, con 33.500 camas.                                Sus raíces se remontan al siglo XIX cuando inició un negocio de calzado. Las marcas Camper y Lotusse siguen en manos de la familia de Inca.                                En abril de 2017 vendió su 5,6% en ACS por 554 millones, con una merma de 300 millones en 10 años. En 2007 invirtió más de 800 millones en la constructora, convirtiéndose en su cuarto mayor socio.                                Iberostar Hoteles y Resorts suma 100 hoteles, la mitad de 5 y 4 estrellas. El último, el Grand Hotel Portals Nous de Mallorca, de cinco. El año pasado invirtió 125 millones en mejorar sus establecimientos y en abrir seis resorts en Cuba, Miami, México, Marruecos y España.                                La deuda bancaria de Iberostar ascendía a 540 millones al final del año 2015.                            ",Baleares,Familia
28,Familia Carulla Font,Propietaria de Agrolimen y Gallina Blanca,1600,26,13,7,0.7,3.2,50,Alimentación,"Agrolimen, Gallina Blanca","Tres hermanos y tres hermanas Carulla Font regentan Agrolimen, el hólding alimentario dueño de Avecrem y Gallina Blanca, ahora GB Foods. El grupo factura alrededor de 1.000 millones de euros y emplea a 2.400 personas.                                Una de sus inversiones más rentables es el fabricante de comida para animales Affinity Petcare, con un negocio de 400 millones.                                Agrolimen vendió entre 2016 y 2017 varias de sus empresas señeras: a Cvne, Rouger Goulart, sus bodegas de cava del Baix Llobregat; a sus antiguos propietarios, Quesos Canal; al fondo portugués Ibersol su red de restaurantes The Eat Out Group (Pans&Company), y al grupo Osborne la porcina Consorcio del Jabugo.                                En otoño de 2017, los Carulla abordaron sin éxito la compra del grupo de alimentación belga Continental Foods, con sede en Amberes. La operación se valoraba en unos 1.000 millones.                            ",Cataluña,NA
27,Javier Gómez-Trénor Vergés y familia,Accionista de Coca Cola European Partners,1625,21,12,2,85.6,-4.4,-75,"Alimentación, Bebidas","Coca Cola European Partners, Ebro Foods","Controlan por medio de la sociedad familiar Empresas Comerciales e Industriales Valencianas (Eciv) el 21% de Olive Partners, la empresa que ostenta el 34,4% de la embotelladora europea de Coca-Cola (CCEP).                                Tres miembros de la familia Gómez-Trénor, Javier Gómez-Trénor Vergés y los hermanos Álvaro y Gonzalo Gómez-Trénor Aguilar, se sientan en el Consejo de Olive Partners.                                Su entrada en Ebro Foods (7,8%) tuvo lugar gracias al millonario reparto de beneficios que produjo en 2015 la fusión de las embotelladoras regionales de Coca-Cola en España.                                La familia es propietaria de la Casa Saigner, en Valencia, un palacete modernista donde se ubica el grueso de sus negocios.                                Eciv fue investigada por Hacienda por sus aportaciones a la Fundación de Acciones Solidarias, creada en 2014 por la familia con un fondo de 150 millones, según publicó 'El Confidencial'.                            ",Comunidad Valenciana,Familia
26,Familias Balet y Aragüés,Dueños de la papelera Saica,1650,25,11,1,0.4,6.5,100,"Industria, Papel",Papelera Saica,"Saica es el primer grupo industrial aragonés por facturación, con 2.382 millones (2016). Tiene actividad en España, Francia, Italia, Portugal, Reino Unido, Irlanda, Turquía, Holanda y Luxemburgo.                                Radicada en Zaragoza y propiedad de las familias Aragües y Ballet, nació en la posguerra española con un equipo de siete personas y hoy emplea a 9.000.                                El grupo acaba de lanzar un nuevo papel, denominado Nature Kraft, de altas prestaciones físico-mecánicas                                Tiene cuatro grandes fábricas papeleras -El Burgo y Zaragoza (en Aragón), Venizel (Francia) y Manchester (Reino Unido)- y más de 40 plantas de cartón.                                La compañía está en plena expansión. La francesa Emin Leydier, con ocho fábricas de papel ondulado y embalaje, es su objetivo inminente.                            ",Aragón,NA
25,Jaime Botín-Sanz de Sautuola y García de los Ríos,Máximo accionista de Bankinter,1675,23,11,2,97.4,4.7,75,"Finanzas, Banca",Bankinter,"Su hijo Marcelino ejerce como vicepresidente Bankinter, uno de los seis bancos del Ibex 35, donde controla el 23%, según la CNMV.                                Cartival, su patrimonial, registró en 2016 un beneficio de 105 millones de euros.                                Un juez de Pozuelo de Alarcón le impuso en septiembre de 2017 una fianza de 133 millones por el caso del cuadro de Picasso decomisado en su yate cuando se disponía a llevarlo a Suiza. La Fiscalía pide cuatro años para Botín y una multa de 100 millones. La abogacía del Estado eleva la petición a 104 millones, el decomiso del cuadro y de la goleta.                                Irá a juicio por fraude fiscal en la compra de un avión valiéndose de un entramado de sociedades en Portugal y Jersey.                            ",Cantabria,NA
24,Mariano Puig Planas y familia,Propietarios de Corporación Puig,1675,33,10,6,16.4,28.8,375,"Textil, Moda, Cosmética","Puig, Corporación Exea","La entrada, en abril de 2017, de Exea en la inmobiliaria Colonial (4,7%) y en Meridia (5,2%) en enero de 2018 engordan la cartera bursátil de la familia Puig hasta los 275 millones. La familia también invierte en Fluidra (Mariano Puig Rocha tiene el 5%), Adolfo Domínguez (14,8%) y una sicav.                                El grupo de moda y perfumería y moda catalán roza los 1.800 millones en ventas (2016) y su beneficio se disparó un 23% en el último año. Ingresa fuera de España casi 9 de cada 10 euros.                                Mariano Puig es el único vivo de la segunda generación. La tercera hace años que tomó el testigo. Cada miembro tiene su propia sociedad patrimonial con la que participa en el grupo.                                12 primos repartidos en cuatro ramas componen la tercera generación, liderada por Marc Puig Guasch (presidente) y Manuel Puig Rocha (vicepresidente). Xavier Puig Alsina dirige Flamagás (Clipper, Brio y Alpino).                                El grupo siempre ha tenido una vertiente inmobiliaria. En 2014 estrenó -en alquiler- su nueva sede corporativa en Hospitalet (que ha acabado comprando) y poco después adquirió un solar frente a ésta.                            ",Cataluña,Familia
23,Carlos Javier Álvarez Navarro y Modesto Álvarez,Presidente y socio de Santalucía,1725,28,10,10,0,15,225,"Finanzas, Seguros",Santalucía,"Los primos Carlos Javier y Modesto Álvarez copan el poder ejecutivo y el 66% en la aseguradora Santalucía, que en una década ha duplicado su patrimonio neto.                                La aseguradora ganó tamaño y cuota de mercado en 2017 con la compra la división de seguros en España de la británica Aviva por 446 millones.                                Ambas ramas familiares disfrutan de un profundo fondo de armario inmobiliario y financiero a través de sus patrimoniales Exina, Edificio Miño, Regato y Fida.                                Los Álvarez invierten en hoteles (High Tech Hotels), vinos (Bodegas Romaila) y semillas (Eurosemillas).                            ",Madrid,NA
22,Familia Mahou,Propietaria del Grupo Mahou San Miguel,1750,12,9,9,2,-36.4,-1e3,"Alimentación, Bebidas",Mahou San Miguel,"Antonio, Alfredo y Fátima, los tres hijos de Virginia Mahou se reparten el 50% de la cervecera Mahou San Miguel, a la que ya se ha incorporado la séptima generación familiar.                                Su negocio crece y su radio de acción también. En 2016, Mahou, Alhambra y Solán de Cabras facturaron 1.220 millones de euros, 30% más que hace una década.                                En España, donde suma el 35% de cuota, amplía su mercado con la artesanal vasca La Salve (43%). La cervecera se ha valorado recientemente en 2.800 millones de euros.                                A Airan, en India, y su pacto con Carlsberg en Europa, estos años añade su expansión por EEUU, con Mahou en Florida y con Avery Brewing en el medio oeste.                                Mahou es uno de los propietarios de la mega operación urbanística Mahou-Calderón, aún en su fase embrionaria.                            ",Madrid,NA
21,Demetrio Carceller Arce,Presidente de Disa y Damm,1775,20,9,8,9.8,-4.1,-75,"Industria, Transporte, Alimentación","Grupo Disa, Damm","La familia controla el hólding energético Disa (50%), con una red de 600 gasolineras y el monopolio en la práctica del suministro de petróleo en Canarias.                                Disa domina también la cervecera catalana por excelencia, Damm, dueña a su vez de Cacaolat y Rodilla y socia de Ebro Foods, donde Carceller es vicepresidente. Disa también es titular del 13% de la constructora Sacyr.                                Hace dos años, Disa aumentó hasta el 35,56% su inversión en Damm. En ella, los Carceller copan el 50% del Consejo de Administración con otro paquete de control vía Holanda.                                En 2016 eludió la cárcel al pagar más de 90 millones tras pactar con la Audiencia Nacional, justo antes del juicio contra él y su padre por fraude fiscal y blanqueo de capitales.                            ",Madrid,NA
20,Antonio y Jorge Gallardo Ballart,Accionistas de Almirall,1775,13,8,5,79.8,-34.3,-925,"Salud, Hospitales","Almirall, GoodGrower","En julio, la pharma Almirall se desplomó en Bolsa y desde entonces no ha levantado cabeza. En un año sus títulos se han dejado un 50% por las malas perspectivas de su negocio en EEUU.                                Su mal año en Bolsa lo compensan las sicav familiares, que suman 566 millones.                                Vithas, el emporio hospitalario de su propiedad (80%), compró el año pasado los hospitales valencianos NISA por unos 300 millones. Ya suma 24 hospitales, 18 de ellos en la costa mediterránea.                                En 2017, su oficina familiar se deshizo del fabricante de pan catalán Bellsolà.                                Landon participa además en Alcotas Hoteles, la red Sercotel, la empresa de válvulas Sedal y FSL Solar.                            ",Cataluña,NA
19,Juan Abelló Gallo,Presidente de Torreal SA,2e3,19,8,7,13.2,5.3,100,Multiinversor,Grupo Torreal,"Uno de los grandes iconos de la riqueza en España puso a la venta en 2017 una de las joyas de su corona: Alcaliber, proveedora de materias primas estupefacientes, fundada por su padre y clave en la consolidación de su imperio. Abelló conserva el 60% y se valora en 200 millones.                                Su gran operación de 2017 fue la venta de su 18% en el grupo audiovisual Imagina Media (Mediapro), valorada en 2.000 millones, cerrada en diciembre.                                En 2017 vendió a Indosuez Wealth su 4,8% en Banca Leonardo.                                Torreal reparte 125 millones en fondos internacionales (Blackstone, JCFlowers, Pimco, entre otros) y tiene una pequeña participación en Coca Cola Helenic Bottle (37 millones). Saba, su filial de aparcamientos, está valorada en unos 1.200 millones.                            ",Madrid,NA
18,Daniel Maté Badenes,Accionista y directivo de Glencore,2150,22,7,1,93.7,30.3,500,"Industria, Minería",Glencore,"Es el segundo mayor accionista individual de la minera, sólo por detrás de Ivan Glasenberg, con un 3,15% de las acciones. Glencore es la operadora de materias primas más grande del mundo.                                En 2017, Glencore se revalorizó un 31%, todo un síntoma de la recuperación económica mundial.                                Hasta junio de 2017, redujo su deuda un 60% hasta 13.900 millones de dólares. Llegó a superar los 20.000 millones.                                Maté volverá a embolsarse fuertes dividendos en 2018, ya que la compañía espera repartir 2.500 millones de dólares. En 2017 repartió 1.000 millones.                            ",País Vasco,NA
17,Familia Álvarez Guil y Dimas Gimeno,Accionistas de El Corte Inglés,2200,17,7,6,0,2.3,50,Distribución,El Corte Inglés,"La familia Álvarez marca el ritmo en El Corte Inglés, que en 2016 elevó sus ventas hasta los hasta los 15.504 millones y tiene una plantilla 91.700 trabajadores.                                El grupo de distribución recibió en 2015 una fuerte inyección de liquidez tras la venta del 12% al jeque qatarí Al Thani.                                En 2017 rejuveneció su Consejo de Administración con la entrada de Víctor del Pozo -persona de confianza de las hermanas Álvarez Guil- y Jesús Nuño de la Rosa. En 2016 salieron de la empresa 1.341 trabajadores.                                Gimeno, su presidente, sitúa Internet en el centro de su estrategia. Ya cuenta con 11 millones de clientes con tarjeta de El Corte Inglés y 8,5 millones de compradores registrados en su web.                                En enero de 2018, el grupo refinanció su deuda de 3.650 millones con el Banco Santander, Bank of America y Goldman Sachs.                            ",Madrid,NA
16,Helena Revoredo Delvecchio,Presidenta de Prosegur,2300,18,4,5,89.3,12.2,250,"Servicios, Seguridad",Prosegur,"La salida a Bolsa de la filial logística, Prosegur Cash, fue un completo éxito, Prosegur ingresó 825 millones, lo que garantiza el crecimiento de la compañía en otros segmentos. Cash subió en 2017 un 30%.                                Conocida como la reina de los furgones amarillos, las ventas de Prosegur crecieron un 12% y se acercaron a los 4.000 millones de euros al cierre del tercer trimestre de 2017).                                La cruz para Revoredo ha sido la resolución de Banco Popular, donde era consejera y accionista.                                Dos de sus hijos -Christian y Chantal- se sientan en el Consejo de Administración de Prosegur. Con ellos y sus otros dos hijos -Bárbara y Germán- comparte la patrimonial Gubel.                            ",Madrid,NA
15,Familia Serra Farré,Accionista mayoritaria de Catalana Occidente,2400,16,6,4,97.9,9.1,200,"Finanzas, Seguros",Grupo Catalana Occidente,"Catalana Occidente es una de las aseguradoras más activas en cuanto a adquisiciones. En 2017 tomó el 25% de la sudafricana CGIC, un paso más tras las compras de Previsora Bilbaína en 2016, y antes del 100% de Plus Ultra (2015), Atradius (2008) y Seguros Bilbao (2004).                                El grupo que preside Josep María Serra Farré secundado por Hugo Serra Calderón, su sobrino, sigue creciendo a buen ritmo en Bolsa. Y vale 4.500 millones de euros.                                La histórica aseguradora trasladó en 2017 su sede a Madrid por el desafío independentista en Cataluña. Inoc SA, una de las sociedades propietarias de la aseguradora, también se mudó de Sant Cugat del Vallés al Paseo de la Castellana.                                La cadena fue una de las grandes empresa que no se planteó mudar su sede de Barcelona. Hay que dejar que los políticos solventen un problema que es básicamente político, dijo su vicepresidente, Daniel López, el pasado noviembre.                                Jesús Serra Farré domina el accionariado de Baqueira Beret (50%), la elitista estación de esquí del Valle de Arán con 2.166 hectáreas esquiables propiedad de la familia. Jesús Serra dejó el capital y sus cargos en Catalana en 2009.                            ",Cataluña,NA
14,Fernando Masaveu Herrero y familia,Presidente del Grupo Masaveu,2450,14,5,1,43.3,4.3,100,"Finanzas, Banca","Grupo Masaveu, Bankinter","La familia asturiana apoyó sin reservas la decisiva ampliación de capital en Liberbank en noviembre de 2017. Controla el 5,7% del banco.                                Los cinco hermanos Masaveu disponen de sus propias sociedades instrumentales. Cristina Masaveu participa en Azkoyen (10,6%) y, hasta junio de 2017, en Pescanova. Luis Masaveu es consejero de Liberbank (0,15%).                                Su negocio maderero es el menos conocido de la Corporación Masaveu. Agrocortex Madeiras do Brasil (50%) opera una de las explotaciones forestales de mayor tamaño de Brasil: 190.200 hectáreas localizadas entre los estados Acre y Amazonas.                                En EEUU acumula gran parte de su patrimonio inmobiliario a través de hoteles y edificios de oficinas en Los Ángeles, San Diego, Houston, Washington y Miami. En España su vasta cartera de inmuebles se remata con el Palacio de Hevia.                                Controla media docena de bodegas y pomaradas. Las más conocidas son Bodegas Murua (Rioja), Fillaboa (Rías Baixas), Pagos de Araiz (Navarra) y Leda (Ribera del Duero).                            ",Asturias,Familia
13,Ana Botín-Sanz de Sautuola O'Shea y hermanos,Presidenta del Banco Santander,2700,15,3,1,47.2,22.7,500,"Finanzas, Banca",Banco Santander,"En julio de 2017, Santander cubrió con éxito la ampliación de capital de 7.000 millones de euros para absorber el Popular. Los seis hermanos compraron 5,44 millones de acciones para mantener su posición. Controlan 79 millones de títulos directamente o a través de sus sociedades.                                El Banco Santander es la principal de las 206 entidades de crédito registradas en España y se turna con Inditex como primera empresa española de la Bolsa. La familia controla en torno al 1,03% (2016).                                La entidad batió el año pasado su récord de accionistas, superando los 4 millones. Un 41% está en manos de minoristas, otras corporaciones controlan el 55,5% y el Consejo, el 1,2%.                                En agosto el fondo Blackstone pagó 5.100 millones por el 51% de la cartera inmobiliaria del Popular, con un valor bruto de 30.000 millones.                                Carolina Botín es accionista al 100% de dos sociedades radicadas en Malta que acumulan 161 millones de euros, con fondos procedentes de Islas Vírgenes Británicas, según informó El Mundo en 'Malta Files'.                            ",Cantabria,NA
